,ID,Case Number,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Community Area,Year,Updated On,Latitude,Longitude,Location,Zip Codes,zip_code
0,8504744,HV181346,03/03/2012 05:00:00 AM,054XX S CENTRAL AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,True,False,56,2012,09/21/2023 03:41:03 PM,41.794051584,-87.762347332,"(41.794051584, -87.762347332)",22268.0,60459
1,8504899,HV181473,03/03/2012 10:20:00 AM,053XX S MAYFIELD AVE,BURGLARY,HOME INVASION,RESIDENCE,True,False,56,2012,09/21/2023 03:41:03 PM,41.795866297,-87.769720805,"(41.795866297, -87.769720805)",22268.0,60638
2,8525486,HV203006,03/18/2012 05:00:00 AM,048XX S ARCHER AVE,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,57,2012,09/26/2023 03:44:16 PM,41.804412596,-87.720013632,"(41.804412596, -87.720013632)",22248.0,60632
3,12265682,JE108372,05/18/2012 10:18:00 PM,040XX N TROY ST,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,16,2012,02/13/2021 03:39:21 PM,41.95490183,-87.706823184,"(41.95490183, -87.706823184)",21538.0,60625
4,13235167,JG453368,12/24/2012 12:00:00 AM,053XX S DREXEL AVE,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,41,2012,11/30/2023 03:40:45 PM,41.798088927,-87.603890577,"(41.798088927, -87.603890577)",21192.0,60615
5,8656645,HV332108,06/13/2012 12:55:00 AM,022XX W HIRSCH ST,ROBBERY,ARMED - HANDGUN,STREET,True,False,24,2012,11/01/2023 03:40:30 PM,41.906718091,-87.683981736,"(41.906718091, -87.683981736)",21560.0,60622
6,11457942,JB450095,12/01/2012 12:00:00 AM,121XX S INDIANA AVE,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,53,2012,10/12/2023 03:41:47 PM,41.673869466,-87.617692404,"(41.673869466, -87.617692404)",21861.0,60628
7,8862654,HV536027,10/26/2012 07:00:00 PM,004XX E 76TH ST,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,69,2012,10/27/2023 03:40:39 PM,41.756595755,-87.614417487,"(41.756595755, -87.614417487)",21546.0,60619
8,8455665,HV132604,01/26/2012 07:00:00 AM,008XX S WELLS ST,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,32,2012,10/29/2023 03:41:41 PM,41.87178962,-87.633564301,"(41.87178962, -87.633564301)",14917.0,60607
9,8632346,HV306465,05/27/2012 10:55:00 PM,011XX E 43RD ST,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,36,2012,12/09/2023 03:41:24 PM,41.816924504,-87.597260713,"(41.816924504, -87.597260713)",4301.0,60653
10,13297543,JG528777,01/31/2012 11:00:00 PM,060XX W WAVELAND AVE,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,17,2012,01/14/2024 03:40:41 PM,41.947575666,-87.777903567,"(41.947575666, -87.777903567)",22254.0,60634
11,12643605,JF175299,08/01/2012 12:01:00 AM,069XX S WOLCOTT AVE,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,67,2012,01/02/2024 03:41:08 PM,41.767494193,-87.671172189,"(41.767494193, -87.671172189)",22257.0,60636
12,8690364,HV365831,07/04/2012 04:25:00 AM,100XX S VERNON AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,49,2012,01/23/2024 03:40:54 PM,41.712272495,-87.612681122,"(41.712272495, -87.612681122)",21861.0,60628
13,13091730,JG282428,06/19/2012 12:00:00 AM,043XX W 25TH PL,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,30,2012,01/26/2024 03:40:42 PM,41.845063497,-87.731942368,"(41.845063497, -87.731942368)",21569.0,60623
14,8599369,HV273346,05/05/2012 10:03:00 PM,046XX S EVANS AVE,CRIMINAL SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,False,38,2012,03/11/2024 03:47:03 PM,41.810509719,-87.607821275,"(41.810509719, -87.607821275)",4301.0,60653
15,8861037,HV534467,10/25/2012 05:26:00 PM,108XX S EGGLESTON AVE,BATTERY,AGGRAVATED - HANDGUN,STREET,True,False,49,2012,03/16/2024 03:40:18 PM,41.697464683,-87.634095174,"(41.697464683, -87.634095174)",21861.0,60628
16,8629929,HV302517,05/25/2012 06:55:00 AM,023XX E 100TH ST,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,True,True,51,2012,04/17/2024 03:40:22 PM,41.713486243,-87.567401694,"(41.713486243, -87.567401694)",21202.0,60617
17,8637695,HV311997,05/30/2012 08:15:00 AM,037XX W OGDEN AVE,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,29,2012,03/20/2024 03:40:23 PM,41.853127184,-87.719174068,"(41.853127184, -87.719174068)",21569.0,60623
18,8826569,HV499445,09/29/2012 07:00:00 PM,054XX W IRVING PARK RD,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,15,2012,04/02/2024 03:40:38 PM,41.953232482,-87.762991202,"(41.953232482, -87.762991202)",22618.0,60630
19,8613518,HV286970,05/14/2012 10:00:00 PM,0000X W 95TH ST,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - HANDGUN,CTA BUS STOP,False,False,49,2012,04/06/2024 03:40:12 PM,41.721627204,-87.624485177,"(41.721627204, -87.624485177)",21861.0,60619
20,8582504,HV256909,04/24/2012 11:05:00 PM,027XX W GRANVILLE AVE,ROBBERY,ATTEMPT ARMED - KNIFE / CUTTING INSTRUMENT,TAXICAB,False,False,2,2012,04/20/2024 03:40:43 PM,41.993987043,-87.698744305,"(41.993987043, -87.698744305)",4450.0,60659
21,8922386,HV594553,12/08/2012 12:19:00 PM,039XX W FULLERTON AVE,THEFT,ATTEMPT THEFT,GAS STATION,True,False,22,2012,05/03/2024 03:40:47 PM,41.924492457,-87.726107642,"(41.924492457, -87.726107642)",22535.0,60647
22,8620796,HV294667,05/20/2012 04:00:00 AM,016XX W 78TH ST,OFFENSE INVOLVING CHILDREN,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,False,True,71,2012,06/06/2024 03:41:10 PM,41.752167383,-87.664088112,"(41.752167383, -87.664088112)",21554.0,60620
23,8620588,HV294302,05/19/2012 10:02:00 PM,005XX E 51ST ST,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,38,2012,07/03/2024 03:41:55 PM,41.802155737,-87.612114961,"(41.802155737, -87.612114961)",21192.0,60615
24,8740534,HV416412,08/05/2012 02:17:00 AM,028XX W ARMITAGE AVE,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,22,2012,07/12/2024 03:41:26 PM,41.917476163,-87.698830494,"(41.917476163, -87.698830494)",22535.0,60647
25,8879256,HV551903,11/07/2012 10:53:00 AM,019XX N DAMEN AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,True,False,22,2012,07/14/2024 03:40:54 PM,41.916687258,-87.677594148,"(41.916687258, -87.677594148)",21560.0,60622
26,8606433,HV279999,01/10/2012 05:00:00 PM,009XX W 71ST ST,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,68,2012,07/17/2024 03:41:27 PM,41.765138947,-87.648591105,"(41.765138947, -87.648591105)",21559.0,60621
27,8790652,HV463089,09/05/2012 10:45:00 PM,075XX S DANTE AVE,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,43,2012,08/19/2024 03:40:35 PM,41.758037494,-87.589566563,"(41.758037494, -87.589566563)",21546.0,60619
28,13569415,JH394761,01/01/2012 12:01:00 AM,050XX W ALTGELD ST,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,19,2012,10/25/2024 03:42:26 PM,41.926012775,-87.752635786,"(41.926012775, -87.752635786)",22615.0,60639
29,8696637,HV373148,07/08/2012 06:00:00 AM,032XX W WALNUT ST,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,27,2012,09/08/2024 03:40:57 PM,41.885370382,-87.708164,"(41.885370382, -87.708164)",21572.0,60624
30,8899821,HV573808,11/23/2012 02:00:00 PM,071XX S SANGAMON ST,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,True,68,2012,09/10/2024 03:41:15 PM,41.764433085,-87.648034125,"(41.764433085, -87.648034125)",21559.0,60621
31,8540821,HV214611,03/25/2012 06:00:00 PM,020XX E 79TH ST,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,False,False,43,2012,09/21/2024 03:40:19 PM,41.751626587,-87.574424532,"(41.751626587, -87.574424532)",22538.0,60617
32,8521058,HV197992,03/14/2012 09:30:00 PM,070XX S BENNETT AVE,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER (SPECIFY),False,False,43,2012,09/24/2024 03:41:16 PM,41.766537518,-87.57876851,"(41.766537518, -87.57876851)",22538.0,60649
33,12270150,JE112964,01/01/2012 01:01:00 PM,060XX W MIAMI AVE,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,10,2012,02/10/2021 03:39:26 PM,41.991497851,-87.778702673,"(41.991497851, -87.778702673)",22532.0,60646
34,12240139,JD452623,09/10/2012 12:00:00 AM,030XX S DRAKE AVE,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,OTHER (SPECIFY),False,False,30,2012,07/02/2021 03:39:57 PM,41.837994453,-87.713395906,"(41.837994453, -87.713395906)",21569.0,60623
35,12536693,JE440027,01/11/2012 12:01:00 AM,018XX W 47TH ST,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,61,2012,11/17/2021 03:40:16 PM,41.808552607,-87.670412081,"(41.808552607, -87.670412081)",14924.0,60609
36,8886022,HV560646,11/12/2012 05:30:00 PM,038XX W 31ST ST,ASSAULT,SIMPLE,RESIDENCE,False,True,30,2012,09/07/2021 03:41:02 PM,41.836954705,-87.72010301,"(41.836954705, -87.72010301)",21569.0,60623
37,8892042,HV566060,11/17/2012 01:20:00 PM,016XX N HARLEM AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,25,2012,02/10/2018 03:50:01 PM,41.909307068,-87.80576669,"(41.909307068, -87.80576669)",4454.0,60707
38,12536692,JE440038,01/11/2012 12:01:00 AM,018XX W 47TH ST,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,61,2012,11/17/2021 03:40:16 PM,41.808552607,-87.670412081,"(41.808552607, -87.670412081)",14924.0,60609
39,12774670,JF332317,01/11/2012 07:00:00 AM,0000X N HAMLIN BLVD,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,26,2012,10/19/2022 03:40:25 PM,41.881088655,-87.720764494,"(41.881088655, -87.720764494)",21572.0,60624
40,12646269,JF178530,01/01/2012 03:52:00 PM,003XX E 57TH ST,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,APARTMENT,False,True,40,2012,05/14/2022 03:39:30 PM,41.791156498,-87.616913704,"(41.791156498, -87.616913704)",22260.0,60637
41,13012228,JG188054,01/01/2012 12:00:00 AM,027XX N ALBANY AVE,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,False,True,22,2012,07/27/2023 03:40:07 PM,41.930728716,-87.704942991,"(41.930728716, -87.704942991)",22535.0,60618
42,13030831,JG209972,10/22/2012 10:20:00 PM,042XX N KEDZIE AVE,OFFENSE INVOLVING CHILDREN,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,APARTMENT,True,True,16,2012,07/25/2023 03:40:00 PM,41.958320138,-87.708153714,"(41.958320138, -87.708153714)",21538.0,60618
43,12896675,JF479367,10/27/2012 03:58:00 PM,012XX N CAMPBELL AVE,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,False,True,24,2012,05/09/2023 03:45:48 PM,41.903672922,-87.689508063,"(41.903672922, -87.689508063)",21560.0,60647
44,12992494,JG164139,12/28/2012 12:01:00 AM,114XX S SPAULDING AVE,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,False,True,74,2012,03/01/2023 03:40:24 PM,41.685426134,-87.703034008,"(41.685426134, -87.703034008)",4447.0,60655
45,12925481,JF512726,07/24/2012 12:00:00 AM,012XX W 81ST ST,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,71,2012,01/18/2023 03:40:29 PM,41.746832535,-87.655209507,"(41.746832535, -87.655209507)",21554.0,60620
46,13109142,JG303217,11/30/2012 12:00:00 AM,053XX W ADAMS ST,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,False,True,25,2012,08/09/2023 03:40:13 PM,41.878428898,-87.7583361,"(41.878428898, -87.7583361)",22216.0,60644
47,8515777,HV193049,03/11/2012 06:59:00 PM,022XX W HIGHLAND AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,2,2012,02/10/2018 03:50:01 PM,41.996897899,-87.685350306,"(41.996897899, -87.685350306)",4450.0,60659
48,8448564,HV126523,01/21/2012 11:30:00 AM,002XX W 22ND PL,THEFT,OVER $500,STREET,False,False,34,2012,02/10/2018 03:50:01 PM,41.852161052,-87.632838644,"(41.852161052, -87.632838644)",21194.0,60616
49,8547878,HV224012,04/01/2012 05:40:00 PM,059XX S UNION AVE,BATTERY,SIMPLE,STREET,False,False,68,2012,02/04/2016 06:33:39 AM,41.786513592,-87.642522584,"(41.786513592, -87.642522584)",21559.0,60621
50,8481882,HV153507,02/10/2012 07:30:00 AM,091XX S RACINE AVE,THEFT,FROM BUILDING,RESIDENCE,False,True,73,2012,02/10/2018 03:50:01 PM,41.727906315,-87.65310796,"(41.727906315, -87.65310796)",21554.0,60620
51,8536455,HV213159,03/24/2012 08:10:00 PM,071XX S STATE ST,BATTERY,SIMPLE,SIDEWALK,False,False,69,2012,02/10/2018 03:50:01 PM,41.764981554,-87.624895221,"(41.764981554, -87.624895221)",21546.0,60621
52,8510079,HV187224,03/07/2012 03:00:00 PM,0000X S LA SALLE ST,THEFT,FROM BUILDING,OTHER,False,False,32,2012,02/04/2016 06:33:39 AM,41.88106593,-87.632339422,"(41.88106593, -87.632339422)",14311.0,60603
53,8553795,HV229215,04/05/2012 12:50:00 PM,022XX W FULTON ST,THEFT,OVER $500,STREET,True,False,28,2012,02/04/2016 06:33:39 AM,41.886670918,-87.683406223,"(41.886670918, -87.683406223)",21184.0,60612
54,8519196,HV195869,03/13/2012 03:55:00 PM,063XX S ARTESIAN AVE,BATTERY,SIMPLE,STREET,False,False,66,2012,02/04/2016 06:33:39 AM,41.778434068,-87.68483756,"(41.778434068, -87.68483756)",21867.0,60629
55,8422159,HV100882,01/01/2012 12:45:00 AM,032XX W 62ND PL,BATTERY,SIMPLE,APARTMENT,False,False,66,2012,02/04/2016 06:33:39 AM,41.779882406,-87.70396508,"(41.779882406, -87.70396508)",21867.0,60629
56,8447936,HV124748,01/19/2012 10:40:00 PM,081XX S PULASKI RD,THEFT,RETAIL THEFT,GAS STATION,True,False,70,2012,02/10/2018 03:50:01 PM,41.744604389,-87.72175209,"(41.744604389, -87.72175209)",4300.0,60652
57,8517319,HV194476,03/12/2012 03:01:00 PM,063XX S ARTESIAN AVE,BATTERY,SIMPLE,SIDEWALK,False,True,66,2012,02/10/2018 03:50:01 PM,41.778359956,-87.68483464,"(41.778359956, -87.68483464)",21867.0,60629
58,8538646,HV214830,03/25/2012 10:00:00 PM,089XX S ESSEX AVE,THEFT,OVER $500,STREET,False,False,48,2012,02/04/2016 06:33:39 AM,41.73274694,-87.563461612,"(41.73274694, -87.563461612)",21202.0,60617
59,8475835,HV151572,02/09/2012 03:13:00 PM,041XX W 26TH ST,THEFT,OVER $500,STREET,False,False,30,2012,02/10/2018 03:50:01 PM,41.844198084,-87.728621744,"(41.844198084, -87.728621744)",21569.0,60623
60,8546419,HV222097,03/31/2012 08:25:00 AM,005XX E 47TH ST,ASSAULT,SIMPLE,HOTEL/MOTEL,False,False,38,2012,02/04/2016 06:33:39 AM,41.809434463,-87.613133735,"(41.809434463, -87.613133735)",4301.0,60615
61,8538932,HV215421,03/25/2012 03:00:00 PM,063XX N RICHMOND ST,THEFT,$500 AND UNDER,ALLEY,False,False,2,2012,02/04/2016 06:33:39 AM,41.996509046,-87.703244147,"(41.996509046, -87.703244147)",4450.0,60645
62,8461132,HV138268,01/30/2012 01:30:00 PM,014XX N LEAMINGTON AVE,THEFT,OVER $500,STREET,False,False,25,2012,02/10/2018 03:50:01 PM,41.9066185,-87.754655732,"(41.9066185, -87.754655732)",4299.0,60651
63,8437485,HV114929,01/11/2012 08:30:00 PM,043XX W 55TH ST,THEFT,OVER $500,STREET,False,False,62,2012,02/10/2018 03:50:01 PM,41.793123919,-87.732204442,"(41.793123919, -87.732204442)",22248.0,60629
64,8448448,HV126352,01/21/2012 12:35:00 PM,011XX W WILSON AVE,BATTERY,SIMPLE,SIDEWALK,True,False,3,2012,02/10/2018 03:50:01 PM,41.96538061,-87.659110921,"(41.96538061, -87.659110921)",22616.0,60640
65,8470186,HV146959,02/05/2012 10:56:00 PM,057XX S LOOMIS BLVD,NARCOTICS,POSS: CRACK,STREET,True,False,67,2012,02/10/2018 03:50:01 PM,41.789650298,-87.6596171,"(41.789650298, -87.6596171)",22257.0,60636
66,8430128,HV108341,01/07/2012 10:15:00 AM,006XX E OAKWOOD BLVD,THEFT,OVER $500,STREET,False,False,38,2012,02/10/2018 03:50:01 PM,41.822699052,-87.610754474,"(41.822699052, -87.610754474)",4301.0,60653
67,8424491,HV103375,01/03/2012 04:42:00 PM,011XX W 59TH ST,ASSAULT,SIMPLE,OTHER,False,False,68,2012,02/10/2018 03:50:01 PM,41.786894381,-87.6539148,"(41.786894381, -87.6539148)",21559.0,60621
68,8536624,HV213352,03/24/2012 08:30:00 PM,008XX W IRVING PARK RD,THEFT,OVER $500,STREET,False,False,3,2012,02/04/2016 06:33:39 AM,41.95454204,-87.650927624,"(41.95454204, -87.650927624)",21186.0,60613
69,8512718,HV189630,03/08/2012 06:30:00 PM,003XX N CLINTON ST,THEFT,OVER $500,STREET,False,False,28,2012,02/10/2018 03:50:01 PM,41.887577803,-87.641354041,"(41.887577803, -87.641354041)",14914.0,60661
70,8500403,HV177280,02/28/2012 10:00:00 PM,024XX W FLETCHER ST,THEFT,OVER $500,STREET,False,False,5,2012,02/10/2018 03:50:01 PM,41.938512616,-87.688837972,"(41.938512616, -87.688837972)",21538.0,60618
71,8491953,HV169139,02/23/2012 01:33:00 AM,029XX E 87TH ST,NARCOTICS,POSS: CRACK,STREET,True,False,46,2012,02/10/2018 03:50:01 PM,41.737354033,-87.55360556,"(41.737354033, -87.55360556)",21202.0,60617
72,8457532,HV134461,01/26/2012 01:00:00 PM,016XX W 81ST ST,THEFT,FROM BUILDING,APARTMENT,False,False,71,2012,02/10/2018 03:50:01 PM,41.74669192,-87.664932844,"(41.74669192, -87.664932844)",21554.0,60620
73,8487664,HV164856,02/19/2012 06:50:00 PM,037XX W 79TH ST,THEFT,PURSE-SNATCHING,CTA BUS,False,False,70,2012,02/10/2018 03:50:01 PM,41.749546346,-87.714984228,"(41.749546346, -87.714984228)",4300.0,60652
74,8553826,HV229262,04/03/2012 09:00:00 AM,014XX N ORLEANS ST,THEFT,OVER $500,STREET,False,False,8,2012,02/04/2016 06:33:39 AM,41.90876778,-87.637554372,"(41.90876778, -87.637554372)",14926.0,60610
75,8474380,HV150290,01/30/2012 07:30:00 AM,028XX W TOUHY AVE,THEFT,$500 AND UNDER,STREET,False,False,2,2012,02/10/2018 03:50:01 PM,42.01202879,-87.701494017,"(42.01202879, -87.701494017)",22528.0,60645
76,8473869,HV149850,02/08/2012 12:00:00 AM,013XX N PARKSIDE AVE,THEFT,$500 AND UNDER,STREET,False,False,25,2012,02/10/2018 03:50:01 PM,41.904756138,-87.766960441,"(41.904756138, -87.766960441)",4299.0,60651
77,8468189,HV144477,02/03/2012 08:37:00 PM,001XX W 111TH ST,BATTERY,SIMPLE,OTHER,True,False,49,2012,02/10/2018 03:50:01 PM,41.692544152,-87.626477837,"(41.692544152, -87.626477837)",21861.0,60628
78,8436343,HV113972,01/09/2012 08:40:00 AM,031XX W 83RD PL,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,True,False,70,2012,02/10/2018 03:50:01 PM,41.741610312,-87.700462232,"(41.741610312, -87.700462232)",4300.0,60652
79,8480945,HV157360,02/11/2012 12:30:00 PM,006XX N RACINE AVE,THEFT,OVER $500,STREET,False,False,24,2012,02/04/2016 06:33:39 AM,41.893271847,-87.657438403,"(41.893271847, -87.657438403)",22620.0,60642
80,8468613,HV145001,02/04/2012 08:00:00 AM,028XX N CLARK ST,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,6,2012,02/10/2018 03:50:01 PM,41.933582379,-87.645517082,"(41.933582379, -87.645517082)",4449.0,60657
81,8523189,HV200234,03/16/2012 02:00:00 PM,011XX N HOWE ST,THEFT,OVER $500,TAXICAB,False,False,8,2012,02/10/2018 03:50:01 PM,41.902994349,-87.644453256,"(41.902994349, -87.644453256)",14926.0,60610
82,8532591,HV208912,03/22/2012 01:08:00 AM,070XX S RACINE AVE,BATTERY,SIMPLE,STREET,False,False,67,2012,02/04/2016 06:33:39 AM,41.766398641,-87.654149418,"(41.766398641, -87.654149418)",22257.0,60621
83,8544988,HV220664,03/30/2012 08:35:00 AM,004XX W 70TH ST,BATTERY,SIMPLE,APARTMENT,True,False,68,2012,02/10/2018 03:50:01 PM,41.76716027,-87.635164366,"(41.76716027, -87.635164366)",21559.0,60636
84,8551226,HV226692,03/29/2012 03:30:00 AM,012XX N STATE PKWY,BATTERY,SIMPLE,BAR OR TAVERN,False,False,8,2012,02/04/2016 06:33:39 AM,41.90426257,-87.628687773,"(41.90426257, -87.628687773)",14926.0,60610
85,8480208,HV156822,02/13/2012 05:30:00 PM,048XX S LARAMIE AVE,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,ALLEY,False,False,56,2012,02/10/2018 03:50:01 PM,41.804610696,-87.752856729,"(41.804610696, -87.752856729)",22268.0,60638
86,8427215,HV105441,01/03/2012 06:15:00 PM,001XX E 113TH ST,THEFT,OVER $500,STREET,False,False,49,2012,02/10/2018 03:50:01 PM,41.688994579,-87.620072989,"(41.688994579, -87.620072989)",21861.0,60628
87,8529889,HV206964,03/19/2012 05:45:00 PM,007XX W CHICAGO AVE,THEFT,$500 AND UNDER,OTHER,False,False,24,2012,02/10/2018 03:50:01 PM,41.896391338,-87.647139413,"(41.896391338, -87.647139413)",4446.0,60661
88,8436531,HV114335,01/11/2012 07:30:00 PM,038XX S CALUMET AVE,BATTERY,SIMPLE,STREET,False,False,35,2012,02/10/2018 03:50:01 PM,41.824699763,-87.618231247,"(41.824699763, -87.618231247)",4301.0,60653
89,8509925,HV187035,03/07/2012 01:40:00 PM,084XX S MORGAN ST,BATTERY,SIMPLE,STREET,False,False,71,2012,02/04/2016 06:33:39 AM,41.741008476,-87.648624014,"(41.741008476, -87.648624014)",21554.0,60620
90,8513858,HV190595,03/09/2012 07:45:00 PM,017XX W GLENLAKE AVE,ARSON,ATTEMPT ARSON,STREET,False,False,77,2012,02/10/2018 03:50:01 PM,41.99285243,-87.672262539,"(41.99285243, -87.672262539)",4451.0,60660
91,8442399,HV116005,01/12/2012 09:00:00 PM,033XX N CLARK ST,THEFT,FROM BUILDING,BAR OR TAVERN,False,False,6,2012,02/10/2018 03:50:01 PM,41.943059957,-87.653189333,"(41.943059957, -87.653189333)",4449.0,60657
92,8560752,HV235941,04/10/2012 11:36:00 AM,056XX W CHICAGO AVE,BATTERY,SIMPLE,SIDEWALK,False,False,25,2012,02/04/2016 06:33:39 AM,41.894830178,-87.76695265,"(41.894830178, -87.76695265)",22216.0,60302
93,8465643,HV142174,02/01/2012 06:00:00 PM,031XX W POLK ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,27,2012,02/10/2018 03:50:01 PM,41.870970438,-87.7044859,"(41.870970438, -87.7044859)",21184.0,60624
94,8465031,HV141777,02/01/2012 10:02:00 PM,0000X E 35TH ST,BATTERY,SIMPLE,STREET,False,False,35,2012,02/10/2018 03:50:01 PM,41.831122218,-87.62590563,"(41.831122218, -87.62590563)",21194.0,60616
95,8537814,HV214768,03/26/2012 03:00:00 AM,005XX E 75TH ST,BATTERY,SIMPLE,SIDEWALK,False,False,69,2012,02/10/2018 03:50:01 PM,41.758459496,-87.612285564,"(41.758459496, -87.612285564)",21546.0,60649
96,8422027,HV100845,01/01/2012 02:30:00 PM,066XX S STEWART AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,68,2012,02/10/2018 03:50:01 PM,41.77314378,-87.634868524,"(41.77314378, -87.634868524)",21559.0,60621
97,8527811,HV205145,03/19/2012 04:05:00 PM,029XX W 25TH ST,ASSAULT,SIMPLE,SIDEWALK,False,False,30,2012,02/04/2016 06:33:39 AM,41.84639902,-87.699614045,"(41.84639902, -87.699614045)",21569.0,60623
98,8435006,HV113128,01/10/2012 10:50:00 PM,056XX W CHICAGO AVE,THEFT,$500 AND UNDER,SIDEWALK,False,False,25,2012,02/10/2018 03:50:01 PM,41.894846637,-87.765839603,"(41.894846637, -87.765839603)",4299.0,60644
99,8497820,HV175051,02/27/2012 01:00:00 PM,030XX W 41ST ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,58,2012,02/10/2018 03:50:01 PM,41.81906226,-87.700411919,"(41.81906226, -87.700411919)",22248.0,60632
100,8483061,HV159774,02/15/2012 10:00:00 PM,038XX W MADISON ST,BATTERY,SIMPLE,ALLEY,False,False,26,2012,02/04/2016 06:33:39 AM,41.88077164,-87.722041752,"(41.88077164, -87.722041752)",21572.0,60624
101,8490179,HV167538,02/21/2012 12:00:00 PM,021XX E 97TH ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,51,2012,02/04/2016 06:33:39 AM,41.71885428,-87.572381749,"(41.71885428, -87.572381749)",21202.0,60617
102,8558993,HV234675,04/09/2012 02:30:00 PM,067XX S PERRY AVE,BATTERY,SIMPLE,OTHER,True,False,69,2012,02/04/2016 06:33:39 AM,41.77178664,-87.628339611,"(41.77178664, -87.628339611)",21559.0,60621
103,8422648,HV101577,01/01/2012 07:30:00 PM,075XX S CLYDE AVE,THEFT,OVER $500,STREET,False,False,43,2012,02/10/2018 03:50:01 PM,41.757988431,-87.573678867,"(41.757988431, -87.573678867)",22538.0,60649
104,8422794,HV101693,01/02/2012 10:03:00 AM,016XX S DRAKE AVE,NARCOTICS,POSS: COCAINE,ALLEY,True,False,29,2012,02/10/2018 03:50:01 PM,41.858516438,-87.71397596,"(41.858516438, -87.71397596)",21569.0,60623
